docs,labels,weights
"`` My dad can't get a coffee at Dunkin' Donuts because he doesn't know how to read,'' Alexander Rosales said. `` It affects me.'' Rather than lead the discussion, Polak spent almost the",[neutral],1.0
@VVal_E @gabrielletfit Cheesecake Factory,[neutral],1.0
Skullcandy CEO Promises To Keep Bringing The Noise https://t.co/aZLUzkfRKZ,[neutral],1.0
"@caseyliss my wife and I use these headphones by Plantronics. good battery life, decent sound, super tough. https://t.co/yR3VxTg76X",[positive],1.0
A Mississippi attorney has dropped his lawsuit against Popeyes Louisiana Kitchen after he says he choked on a piece of chicken when the fast-food restaurant failed to provide him a knife,[neutral],1.0
"3D Systems Corporation: Dont Fear, the $ DDD Stock Bull is Still Here - Investors Buz... https://t.co/gvymKVu1cj RT",[neutral],1.0
"GoPro has made a lightweight, foldable drone that will fit in your backpack for such situations the GoPro Karma. The device uses the GoPro Hero 4, Hero 5 Black, or Hero 5 Session as",[neutral],1.0
Imperva is looking for: Senior Product Manager - Application Security https://t.co/Vey0XKwvbn #job,[neutral],1.0
Sources: Clinton emails would have been'whitelisted' for Obama BlackBerry | https://t.co/UuheGgkFtl,[neutral],1.0
#RehabMusik Nipsey Hussle County Jail: Nipsey Hussle County Jail: Nipsey Hussle is back... https://t.co/EmtHk1xBOU BBM 5582A35D #TwT,[neutral],1.0
"#5: Socket Mobile, Inc. HC2002-1387 SoMo 655 Wireless Handheld Computer with Extended Battery: Socket Mobile,... https://t.co/Sqj3Mxtjqu",[neutral],1.0
"Some of the major mechanical keyboard manufacturers include Logitech International S.A., Razer Inc., Corsair Components Inc., Roccat Studios Inc., SteelSeries ApS, Bloody ( A4tech Co",[neutral],1.0
"Many coffee chains, including Starbucks and even Dunkin' Donuts, have started serving their own cold brew, even going so far as to inject the brew with nitrogen for an extra",[neutral],1.0
Smart AnSwerS #80: Hey there community and welcome to the 80th installment of Smart AnSwerS. The Splunk Pledg... https://t.co/Q2B5cptIgZ,[neutral],1.0
"As a result, analysts expect Pure to be the first independent storage company to reach $ 1B in storage revenues since NetApp did so fifteen years ago, which would place us sixth on",[neutral],1.0
"@overlyxclusive Well said. Thank you. On that subject, you may enjoy this: `` What If He Cries ? `` https://t.co/1El60HK1Jf",[neutral],1.0
"Mystery Fanfare News,Events,Books,Thoughts from Janet Rudolph Pages Friday, October 7, 2016 Cartoon of the Day: The Screenplay",[neutral],1.0
2nd Pizza Hut today lol I'm so fat,[positive],1.0
#Fitbit #GetFit Ultimate Workout to Lose Belly Fat | Belly Fat Burning Exercises -...... https://t.co/bFZjoGTTH9 #Howard #Workout,[neutral],1.0
Join @flexerasoftware at the nowforum with @servicenow in DC Oct 26th https://t.co/vGMFZPWQZB,[neutral],1.0
So Apple would need to be able to tell the difference between a tap you wanted to make and just brushing up against the screen. This could be accomplished by building on the pressure,[neutral],1.0
"FitBit Charge 2 Activity Tracker On Sale Just $ 119.96 ! via Family Friendly Frugality - Right now,... https://t.co/MOwOwXZoj7",[neutral],1.0
Get into the habit of performing a self breast exam at least once a month so you're aware of any changes. Early...... https://t.co/XKvFqJJurl,[neutral],1.0
Continuing to expand my collection. Found a few great pieces in Grass Valley this past weekend.... https://t.co/wTODsRjSQA,[neutral],1.0
How is an career building tableau online pergola ?: oJXqSjeE,[neutral],1.0
@FitbitSupport hey how do you track a cycle trip on the Fitbit alta ? Thanks.,[neutral],1.0
"We've seen that just as Facebook keeps you connected to friends and family, it can do the same with coworkers. We started testing a version of Facebook for the workplace with a few",[neutral],1.0
"Chuy's is great but free Chuy's is even better, shoutout to my boss",[positive],1.0
@hitstreak @DennysDiner I'm angry because I want pancakes now.,[negative],1.0
DSLR Camera Deals: Canon Nikon Sony Pentax // All Mirrorless Camera Deals: Sony Fujifilm Canon Nikon // All Micro Four Thirds Camera Deals: Olympus Panasonic // All,[neutral],1.0
"This month Twitter had also reportedly courted sale bids from Salesforce, Disney, and Google. None of those went through. Last week, Twitter laid off around 300 persons, which was",[neutral],1.0
"My daughter and I waited for our ride at a nearby Starbucks. Nathan said hed be picking us up at 6: 00 in the morning, and we were ready with our coffee and bagels when he arrived. His",[neutral],1.0
"23 she was at Panera Bread and a man took a picture of her butt with his cell phone as she passed by him. Officers spoke with the suspect, a 55-year-old Mayfield Heights man, who",[neutral],1.0
"U.S. 0: 54 Anna Wintour's Garden On the Street, In the Archives Style 0: 40 Style 1: 09 Bill Cunningham Duality Style 1: 52 Style 1: 11 Bill Cunningham Bare Shoulder",[neutral],1.0
"Eating dinner ( at @CrackerBarrel Old Country Store in Bridgeport, MI w/ @marwil68 ) https://t.co/Umj4wkW5hC",[neutral],1.0
@LogitechG @UCIrvine @UCIeSports can a brother get one at ITT Tech ?,[neutral],1.0
Splunk adds machine learning that's both easy and open - Splunk started its life as a log analysis system and h... https://t.co/cmUX1PA2VF,[positive],1.0
@spookpup like if its just for using casually with ur phone anything thats not overpriced skullcandy/beats would be fine really,[negative],1.0
"Socket Mobile, Inc. Just Filed Its Quarterly Report: NOTE 9 Net Income... https://t.co/pJNE752q4n $ SCKT",[neutral],1.0
Pizza Hut Hong Kong rips up traditional CRM rule book https://t.co/77Qqiw4ORg #news,[neutral],1.0
I just checked in @DennysDiner with #mPLUSPlaces Download today ! https://t.co/uBSST1wWaU,[neutral],1.0
@_lumore_ @Dundro @GFuelEnergy @turtlebeach that controller so dusty son,[negative],1.0
Group multiple panel and place them under one https://t.co/jgWRglRORH #splunk,[neutral],1.0
I'm in the running to win a Xbox One S 1TB game bundle with 25 Xbox Live credit and a Seagate Game Drive 2TB ! https://t.co/bPK1lP1gSA,[neutral],1.0
Someone bring me BWW ):,[positive],1.0
"`` Data is accelerating in volume, variety & amp ; amp ; velocity.'' -- George Kurian, NetApp CEO #NetAppInsight MORE & gt ; & gt ; https://t.co/ycM9PJrhn5",[neutral],1.0
ServiceNow is looking for: Principal/Solution Development Manager https://t.co/2OJwVku3Ax #job,[neutral],1.0
"Key Players in the market are Basis Science, NuuboPhilips Electronics, Polar Electro, Intelensens Ltd., Coventis Inc., Fitbit Inc., Draeger, Everist Genomics Inc., Lifewatch Ag, Polar",[neutral],1.0
Focus on the now ! https://t.co/52XD5oe8K4 Nov 5th 9am Cardio Event Free @daveandbusters #daveandbusters #q... https://t.co/BT9rhVM0JJ,[neutral],1.0
Video: @CallidusCloud and @Splunk at Dreamforce 2016 https://t.co/wfKcuJV4RY #DF16,[neutral],1.0
I'll go to/near potbelly and see if their free wifi is good enough to download a game lol,[neutral],1.0
"Imperial Highway, Brea ): This design represents international high street style done the Taco Bell way, Taco Bell said. Courtesy Taco Bell Taco Bell's redesigned stores debuted on",[neutral],1.0
Trendy Replacement Ear Pads for Logitech G35 G930 G430 F450 Headphones https://t.co/OrkHXUlqmw https://t.co/PThsyXpBT0,[neutral],1.0
https://t.co/rzUHepMS9z Afternoon plod around March. Day 79 of #5aDay,[neutral],1.0
"Salesforce Investor Reaction At Salesforce's investor conference this past week, several investors talked to Chief Financial Officer Mark Hawkins and other executives about how they",[neutral],1.0
"Why Microsoft isnt going ahead and releasing a device it obviously put a lot of time into enhancing remains to be seen. As Windows Central points out, the Band team has moved onto",[neutral],1.0
#MobileMarketing Services Sector Feels 3.21 % Slide in Shares of Good Times Restaurants Inc. ( GTIM ) at Midday on October 6 …,[neutral],1.0
Free Kodak Trynna get a girl i can sing too lol even though i suck at it https://t.co/7mFeVpaKsA,[neutral],1.0
HOT ! ( Red ) Headphones INK'D IN-EAR Earbuds Earphones With MIC Supreme Skullcandy https://t.co/vQUrFqUCcq https://t.co/f4b12znZCk,[neutral],1.0
Hear from @LockheedMartin & amp ; @3dsystems at our #additivemfg seminar in #Detroit. Use promo code ADDITIVE for 10 % off... https://t.co/6Wolt89owy,[neutral],1.0
My life is being at Chuy's at 11 am.,[positive],1.0
I'm craving Texas Roadhouse rolls and salad right now,[positive],1.0
I swear jack in the box can never get my order right,[negative],1.0
#RT Rigatoni with Chorizo and Spicy Chipotle Cream Sauce https://t.co/hTNdf5U5aI https://t.co/xalaiNSmdH,[neutral],1.0
i want some Jack in the Box so bad,[positive],1.0
"Top story: Frank | El Pollo Loco https://t.co/jStHvf2R12, see more https://t.co/PXYB5fk3wV",[neutral],1.0
@TKDesignz @tyceUF best cookie ever ? Oatmeal Chocolate Chip at potbelly,[positive],1.0
@ShadowPraxis @LogitechG Looking to replace my keyboard and get a headset. Now I have a company to look at.,[positive],1.0
I wana go to Cracker Barrel so bad: (,[positive],1.0
"What we are really seeing as a company as we look 10, 20, 30 years down the road if conditions continue as they are is a potentially significant risk to our supply chain, `` said Jim",[neutral],1.0
HP Elite x3 Anniversary Update fixes camera issues that held sales: The big camera fix that the HP Eli... https://t.co/9og34sxSo3,[neutral],1.0
- Microsoft Corporation - Mitel Networks Corporation - Moseley Associates - Motorola Mobility - Motorola Solutions - MulteFire Alliance - NEC Corporation - NEC Mobile,[neutral],1.0
HP Enterprise 8. Gravitant 9. Liaison Technologies 10. Nephos Technologies The report will help the market leaders/new entrants in this market in the following ways: 1. This report,[neutral],1.0
SCKT 3.26 Socket Mobile $ SCKT added to my watch list. Right now with SCKT I am watching the last price 3.26 Hi https://t.co/fLbfvCOYVf,[neutral],1.0
me too a big mac w a coke and fries https://t.co/nMuMFqb4kX,[neutral],1.0
"Fitbit is also facing competition from Chinese electronics company Xiaomi, Garmin Ltd, Samsung Electronics and Apple Inc with its Apple Watch line. However, analysts warned that",[neutral],1.0
Splunk is hiring - looking for PS Consultants https://t.co/wPOKNZjP1c,[neutral],1.0
"Dave & amp ; Buster's - The Only Place to Eat, Drink, Play & amp ; Watch Sports ! #CompanyEvents #Parties #Datenight #checkitout https://t.co/uop94SBaMX",[positive],1.0
Love having the full Hub+ suite subscription from @BlackBerry but would love it more if there was a dark mode. @BlackBerryHelp @CrackBerry,[positive],1.0
"First week I get home I'm eating Popeyes, Samurai, Sharks, and IHop ( because I just love IHOP, don't ask ). Then I'll be straight.",[positive],1.0
"16 Oct 1991 Luby's shooting: George Hennard runs amok in Killeen, Texas, killing 23 and wounding 20 in Luby's Cafeteria. #Killeen #Texas",[neutral],1.0
"About KFC KFC Corporation, based in Louisville, Ky., is the world's most popular chicken restaurant chain. KFC specializes in Original Recipe, Extra CrispyTM, Kentucky Grilled",[positive],1.0
"Hello again, rain ! You do know the #monsoon is officially over, right ? Welcome anyway ! @Chuy's... https://t.co/1QgCwSkrB5",[neutral],1.0
"Tom Brandt, spokesman for HP, said Wednesday that HP will continue to work on the project until a judge rules on the state's request for a temporary restraining order keeping them on",[neutral],1.0
"SunTrust Robinson Humphrey's Robert Peck this afternoon sent out a note to clients offering his thoughts on speculation of a take out of Twitter ( TWTR ) by a number of rumored suitors,",[neutral],1.0
HOT #USA Deals: https://t.co/l0jFhiEXV8 Altura Photo® 58MM 0.35x Fisheye Wide Angle Lens with Macro for Canon T6i… https://t.co/MpkvvN0FM9,[neutral],1.0
Tryna go to Taco Bell but got no friends,[neutral],1.0
#Camera #Art #Photography #5639 Garmin 010-01363-01 VIRB X Compact Waterproof HD Action Camera with G-Metrix BEFORE_LINKhttp % 3A % 2F % 2Frover.,[neutral],1.0
"Riot Games, iBuyPowerPC, Logitech and Vertagear sponsor various parts of the arena. Oomba sponsors a shoutcasting booth at the space, both for pro event casts and as a place where",[neutral],1.0
BWW Pocket Wellness the gift that support well-being and health for many years https://t.co/mQKvuCtEDy,[neutral],1.0
got some life lessons from a man at jack in the box at this time of night,[neutral],1.0
Canon EOS 1300D Canon PowerShot SX720 HS Canon EOS 1200D Nikon Coolpix S7000 Fujifilm X-A2 Canon PowerShot SX610 HS Panasonic Lumix DMC-G80 Panasonic Lumix DMC-TZ70 Sony,[neutral],1.0
Chipotle Eats Itself: Chipotle Mexican Grill was a sizzling business with a red-hot stock until an E. coli outbreak derailed its future. Can a mission-based company make gobs of money,[negative],1.0
"Hyperconverged solutions are based on x86 building blocks, so finding the server that matches a company's wants and needs is an important matter of preference, whether it be Cisco,",[neutral],1.0
Turtle Beach introduces Stream Mic for gamers ( Edwin/Coolest Gadgets ) https://t.co/5jiItUNLzt,[neutral],1.0
The live broadcast of Cracker Barrel's quarterly conference call will be available to the public online in the Events and Presentations section on the Company's website at investor.,[neutral],1.0
It's about thirty cars in this Starbucks line 🙃,[neutral],1.0
"HP Inc. will cut 3,000 to 4,000 jobs over next 3 years SAN FRANCISCO ( AP ) -- HP Inc. says it will cut 3,000 to... https://t.co/6LB1bPNpy9",[negative],1.0
@Jewelots_ oh my GOD i love this passion ! ! ! ! ! to love is to lose that's why it's brave ! ! ! ! ! i love mcnuggets but i accept they don't last ! ! !,[positive],1.0
"@sony_india Your Hyderabad service agent Universal Electronics does not respond to calls, keeps phone off the hook ? ? ?",[negative],1.0
#Graphicdesign Kodak fun fact they patient their yellow and red back in the early 1900's. AIGAdesign #AIGAdesignconf #packaging,[neutral],1.0
@EthanRedd but I don't think 3D systems back then could crunch the poly's needed fast enough to render a sonic world,[negative],1.0
Euro Truck Simulator 2 - Mod Carro Grand Cherokee SRT8 - Com Logitech G27 #supercar #car #sportcar https://t.co/J2Vj38T1ru,[neutral],1.0
"@nycsouthpaw no one would bomb shake shack, just saying",[negative],1.0
Starting a new Men's `` Night Owl'' Step Study Group tonight at Denny's in Salem 9: 00pm. Come have a cup of coffee... https://t.co/j81hILIOIu,[neutral],1.0
"Written by Norman Spinrad, `` The Doomsday Machine'' is another absolutely great episode of the original Star Trek ( 1966-1969 ), and certainly one of the top ten titles in the Original",[neutral],1.0
"Voice commands include Alexa, turn on the TV, or Alexa, turn on Netflix, but since Logitech's device works with all manner of smart home products, including Philips Hue lights and",[neutral],1.0
"I bet one could install x2 parts into a g6 @HP, if needed - @3nach9 #HBwahl @weserkurier #Groko @HBBuergerschaft #Daesh @Jerusalem_Post",[neutral],1.0
@mark_dowling Just found this: BlackBerry Link for Windows system requirements https://t.co/xuSVmKWw3i https://t.co/n2b1gjtOF0,[neutral],1.0
"There'll be games, drawing paper for you to show off your best art, random HP trivia and more. Info: Side Quest, 17900 Detroit Ave., Lakewood, 7-11 p. m., Tuesday, Oct. 18. 2016",[neutral],1.0
#iPhone 7 Leak Reveals Significant Design Changes #iPhone... #iPhone https://t.co/uu2liTDrAQ,[neutral],1.0
If you're trying to get in shape/lose weight I highly recommend getting a Fitbit blaze. I'm so obsessed it's ridiculous,[positive],1.0
Let's get inebriated and hit Denny's,[positive],1.0
"Dr Moyo, who serves on the boards of Barclays bank, SABMiller, Barrick Gold and Seagate Technology, has had a career spanning posts at Goldman Sachs and The World Bank. She's highly",[neutral],1.0
#USA #DEALS #4055 Logitech Ultrathin Keyboard Folio Case Tech Fabric for iPad Air - Carbon… https://t.co/jVIK1htdZd https://t.co/Jqd8PTTq3C,[neutral],1.0
"Ortega, who turned 80 this year, is the second richest man in the world with a fortune totalling $ 72.7 billion, according to Forbes magazine in July, behind Microsoft Corp co-founder",[neutral],1.0
"There, they've been joined by an impressive list of heavy hitters that reads like a who's who of the tech world: Motorola, Tesla, Apple and Amazon, in addition to that contingent of",[neutral],1.0
NetApp Interface Groups Tutorial https://t.co/eQ0NO0wf83 #NetApp Retweets appreciated !,[neutral],1.0
Philips AVENT SCH550/20 Bath and Room Thermometer https://t.co/n6932dNkaR #baththermometers #roomthermometers #baby #parenting,[neutral],1.0
#android #au #iphone Blackberry Bold 9900 8GB Unlocked Smartphone - Good Condition !: AU... https://t.co/wsY6H1hDAZ #eBay #deals #buynow,[neutral],1.0
"Company Profiled in the report are Ziehm Imaging, Carestream Health, Allengers Medical Systems, Toshiba Medical Systems, Hologic, Shimazdu Corporation, GE Healthcare, Siemens",[neutral],1.0
I just checked in @JackBox with #mPLUSPlaces Download today ! https://t.co/N5fZXKyQC9,[neutral],1.0
Skullcandy Promises to Keep Bringing the Noise - @SAP BusinessByDesign https://t.co/Qjcdikgz1H,[positive],1.0
McDonald's customer'exposes penis to worker' while ordering double sausage and egg McMuffin https://t.co/FiiwQVk46J #nottheonion,[neutral],1.0
"I've harvested 2,715 of food ! https://t.co/GLz4yaQ3P6 #iphone, #iphonegames, #gameinsight",[neutral],1.0
"Based on The Cheesecake Factory's quarterly earnings call on Wednesday, it appears that, at least anecdotally, both of those trends are starting to play out. On the one hand,",[neutral],1.0
"Ive never been so excited for sweat pants, especially after smashing Cracker Barrel !",[positive],1.0
McDonald's is actually retarded,[negative],1.0
"Women held 28 percent of leadership positions at Apple Inc, according to its latest figures, unchanged from the year before. Reuters is the news and media division of Thomson",[neutral],1.0
oh my gOD DOES THAT MAKE DIOPUCCI CANON ? https://t.co/QmNxICzMbf,[neutral],1.0
"BlackBerry and related trademarks, names and logos are the property of BlackBerry Limited and are registered and/or used in the U. S. and countries around the world. All other marks",[neutral],1.0
"SON of tha soil always representing,et your boi KOSS https://t.co/a6A3mPRgqu",[neutral],1.0
@brtnypls @papamurphys BUT WHAT KIND ? #vimportant,[neutral],1.0
"Philips was non-committal: The implementation of Hybrid Log-Gamma HDR for Philips TVs is currently under investigation. LG, despite leading demonstrations on HLG at trade events,",[negative],1.0
"VirnetX previously won two significant jury awards against Apple with Caldwell Cassady & Curry as lead counsel, including a 2012 patent infringement verdict of $ 368 million involving",[neutral],1.0
"Revenue from recorded music in the U.S. grew more than 8 % in the first half of this year over the prior-year period, according to the Recording Industry Association of America. But",[neutral],1.0
"Kick the habit, your heart will thank you ! #hearthealth https://t.co/oUyn2aVSdn",[neutral],1.0
Chipotle's new burger joint just opened here's what it's like ( CMG ) https://t.co/FlFV1zOm2H @businessinsider,[neutral],1.0
"As a counter effect to the saturation of all the health messages, consumers engage in self rebellion ; small rebellious activities like eating at KFC Double Down, which no one has any",[neutral],1.0
"Helped nearby drivers by reporting a heavy traffic jam on Grass Valley Hwy, North Auburn on @waze - Drive Social. https://t.co/pTnENq6YkA",[neutral],1.0
Destiny: The Collection ( PS4 ) Brand New & amp ; Sealed UK PAL https://t.co/Hn5Mr3qyTx https://t.co/mUlpYDDmjb,[neutral],1.0
@dearbhlaroddy7 @McDonalds sometimes @RonaldMcDonaldp. Hey xx,[neutral],1.0
"KFC ( and others ) make ads with extra crispy, crunchy, soothing sounds for people with ASMR https://t.co/VorMTD3Ctd via @ChefsTech",[neutral],1.0
"The rebuff is a victory for HP Inc., which had been sued by MCM for infringing the patent. The Patent Trial and Appeal Board has become a multibillion-dollar tool for companies",[positive],1.0
Ordering from Cracker Barrel Old Country Store ? You're going to get 10 free Lyfts & lt ; Lyft code is: CLEO & gt ; #dessert #appetizer #menu,[neutral],1.0
#8828 Build Your HP Elite Desktop Computer Intel Core i5 3.1Ghz Windows 10 Custom PC https://t.co/4N397xE0Gv $ 215... https://t.co/Ci7rPXJjvq,[neutral],1.0
@LogitechG Will it ever be available in South America/Brazil ?,[neutral],1.0
HP is the PC and printer company created when the old Hewlett Packard split apart about a year ago. ( The other company is called Hewlett Packard Enterprise. ) But HP wants its workers,[neutral],1.0
wow finally got wingstop after craving it for a week,[positive],1.0
"With MTCS certification, @servicenow is now in an even stronger position to be the #cloud provider of choice. #CIO https://t.co/pa42eDB2Pl",[neutral],1.0
NEWS: @HoustonISD Enriches the Student Experience with the @Canon_Solutions Oce VarioPrint i300 https://t.co/WFuwTPrCj8,[neutral],1.0
I want to win a PS4 and a Xbox One S ! @Team0Epiphany #ps4 #Xbox,[neutral],1.0
Imperva is working with Qatalyst to find potential buyers Buyout firms Silver Lake Management and Thoma Bravo are planning to make takeover offers for cybersecurity company Imperva Inc.,[neutral],1.0
Turtle Beach Ear Force Stealth 500X Wireless Gaming Headset ( Xbox One ) - Cracks https://t.co/gGBPDByLxq https://t.co/HtVUmbLtEw,[neutral],1.0
Genuine For Kia Accessories U8790-00000 Universal Electronics Holder https://t.co/FoSqHXdsqa https://t.co/tiiX2wNc6h,[neutral],1.0
Bundle: Dragon NaturallySpeaking Home 13.0 and Koss CS100 Speech Recognition Computer Headset by Fujifilm https://t.co/vqnvxSgOpU,[neutral],1.0
"Canon EOS Rebel T6i Video Creator Kit with 18-55mm Lens, Rode VIDEOMIC GO and Sandisk 32GB SD Card Class 10 -... https://t.co/gaub5ybooF",[neutral],1.0
"KIKUYO-MACHI, Japan Sony Corp's image sensor production will return to full capacity in the October-March half-year due to a pickup in smartphone demand, having spent part of the past",[neutral],1.0
"v Sony Corp. of America, 4 where it was held that publication ( there by hackers ) did not fall within coverage as it had to be `` by or on behalf of [ the Insured ]''. However, the",[neutral],1.0
It's #NationalTacoDay ! Grab a taco or two @chuysrestaurant and celebrate with us ! #tacos #... https://t.co/inOB9PUGBJ https://t.co/PBlEYMLeus,[positive],1.0
Josh brought me Jack in the box because I was feeling sad,[positive],1.0
@kingsolo72 *blackberry,[neutral],1.0
"It was an even worse showing for Microsoft and BlackBerry, which both have mobile operating system market shares that have all but disappeared, the research firm said. Total",[negative],1.0
"He is in a 12-step program for Starbucks addiction. Evan lives in central Washington State with his wife and has three grown sons. He enjoys science fiction, fantasy, history,",[neutral],1.0
KLAROLINE BROUGHT ME BACK The times I fancy most in our last canon Klaroline https://t.co/6u7zEQ5X4T,[neutral],1.0
"Don't miss our CBS Local Offer deal of the day: 50 % OFF from @DaveandBusters, $ 15 for a $ 30 gift card ! Get the deal... https://t.co/HdcYLrJLu7",[neutral],1.0
I almost never last a full two minutes. But that's not what I tell my dental hygienist about my Sonicare routine.,[neutral],1.0
This probably isnt the RC droid youre looking for - https://t.co/kMn7FFEZkV by Darrell Etherington,[neutral],1.0
"In April 2015, Apple Inc. ( U.S. ) launched its smart watch with haptic technology, and now Samsung is planning to integrate haptics into its upcoming smart watch `` Gear S3.'' Asia-Pacific",[neutral],1.0
"), Philips N. V. ( Netherlands ), Cooper Industries ( U. S. ), Hubbell Lighting ( U. S. ), Leviton ( U. S. ), and Lutron ( U. S. ) Reasons to Buy the Report: This report caters to the",[neutral],1.0
someone to go eat wingstop with would b cool,[positive],1.0
"But two burger joints in particular got the most attention: Jack in the Box and Whataburger ( No, I didnt pack the ballot box on Whataburger ; I didnt even vote ). Seems like memories",[neutral],1.0
"@hectorerazopr I have a Apple Watch Giveaway ! Retweet this tweet,follow @TTech_Man subscribe to https://t.co/3ux05oT9vz to enter !",[neutral],1.0
Junior Developer - ServiceNow @AccentureNL #Amsterdam https://t.co/u41b88fbPM,[neutral],1.0
@AnEternalEnigma @Logitech I must say I am surprised at the fancy packaging,[positive],1.0
"What Owners Are Saying: Users reviewing the product at Amazon like the performance and range of the Netgear R6220, especially given its price tag. User also cite easy set-up as a",[neutral],1.0
"11 El Capitan, but there are also extensions for Mozilla Firefox, Apple Safari, Microsoft Edge, Microsoft Internet Explorer and Opera running on Windows, Mac and Linux. Because it's",[neutral],1.0
@NourAbuSafe wingstop is good,[positive],1.0
"Amazons 12 best deals: Bluetooth headphones, Tivo Bolt, tons of Logitech gear, 4K monitor, more https://t.co/PorRW2Itmp #Technology #News",[neutral],1.0
"Among the tenants joining CMX Theaters in signing a letter of intent so far are Terra Fiamma Restaurant, Starbucks Coffee, Potbelly Sandwich Works, Noodles and Company, Andy's Frozen",[neutral],1.0
#4: Canon PG540-CL541 Ink Cartridges ( Pack of 2 ) - Canon PG540-CL541 Ink Cartridges ( Pack of 2 ) by Canon 128 % S... https://t.co/phVOo5w3ty,[neutral],1.0
"The most frequent user was the Health Service Executive, with 399 interns over the five years since the scheme began, followed by the GAA, with 249 interns and global IT firm",[neutral],1.0
Buy one get one free because I played a game hahah thanks @ChipotleTweets,[positive],1.0
@Plantronics I have tried connecting to a different phone but same problem,[negative],1.0
"Apple has supported Vimeo users for a few years now with built-in support for Vimeo accounts and rich sharing to Vimeo from a Mac, iPhone, iPad and iPod touch.",[positive],1.0
@JackBox CPO Mark Blankenship - Make sure your external data matches your internal data for strategic execution. #TLAnalytics16,[neutral],1.0
"RT @ifsecnews Helium molecules and quantum physics: the future of surveillance storage, according to Seagate - IFSE... https://t.co/YJQHLpYYEM",[neutral],1.0
"Simone released her debut album in 1958, but when she signed to Philips in 1964 at the age of 31, her creative output was about to dovetail with the Civil Rights movement notably",[neutral],1.0
Pretty sure @SnoopDogg took my order at the @DunkinDonuts drive through.,[neutral],1.0
"They know well what their smartphones can do, communicate often on new channels such as SMS, Facebook Messenger and Twitter, and regularly use Microsoft and/or Apple operating systems.",[neutral],1.0
#itunes #apps #usa Minecraft: Pocket Edition - Mojang: Tis the season to be MINECON ! Dress the par... https://t.co/CUgTCUWMS2 #ios #tech,[neutral],1.0
Learn about the different options for ERP solutions - including cloud and on-premise @HPE @SAP https://t.co/R6SJJI1Si9,[neutral],1.0
"ServiceNow is looking for: Manager/Sr Manager, Development – Instance Automation https://t.co/AnYg5bQK4L #job",[neutral],1.0
3D Systems outlines plans to shift 3D printing from prototype to production https://t.co/rbOl94uPPK via @techcrunch,[neutral],1.0
"Tonight kicks off what is an absolute flood of tech earnings this week, with Apple ( AAPL ), Juniper Networks ( JNPR ), Akamai Technologies ( AKAM ), Logitech ( LOGI ), Pandora Media ( P ),",[neutral],1.0
GoPro: Masters of Indo: https://t.co/hl7lirQT4q,[neutral],1.0
"To view the original version on PR Newswire, visit: http://www.prnewswire.com/news-releases/digi-international-hires-michael-ueland-to-lead-global-sales-300342769.html SOURCE Digi",[neutral],1.0
"I've tried a bot please remove that, ok lmao, that's basically all I no fucking disgusting logitech webcam software is working",[negative],1.0
KOSS KSSKEB15ITT KEB15i In-Ear Earbuds with Microphone. Shipping Included https://t.co/d3buK3SfVC https://t.co/LSJy2HIJG2,[neutral],1.0
"BRUSSELSIn their review of Microsoft Corp. s $ 26 billion acquisition of LinkedIn Corp., European Union antitrust regulators are attempting to measure the rough value of the",[neutral],1.0
"@dominos why my pizza look like it was in the middle of a male orgy, wtf man i just wanted a pizza https://t.co/UEJezEPCSF",[negative],1.0
All this BirdTalk make me want Some Popeyes,[positive],1.0
"2. Learn from someone elses failure. Everyone spends time researching Steve Jobs success and reads the financial pages looking into what Elon Musk is working on, saying, `` I wan na",[neutral],1.0
"Ps4, Scuf, and Asus moniter all pretty new for sale. HMU for price",[neutral],1.0
Splunk IT Service Intelligence and Splunk Cloud Drive Big Data Analytics at Cox Automotive - Business Wire ( press...... https://t.co/ZMtRX5JTsD,[neutral],1.0
Damn I really wanted bww tonight,[positive],1.0
@Dominos_UK please do.,[neutral],1.0
"@KFiddian @ragazza_inglese Just have a look at May, Cooper, Reeves, Thatcher, Jess Philips etc, all out for themselves. They get the press.",[neutral],1.0
I liked a @YouTube video from @slap_train https://t.co/HUulcsSkGZ Forza Horizon 3 ONLINE GoPro Tandem Section w/Crew DEMO,[neutral],1.0
people keep complimenting my hair today getting potbelly for lunch today is already a smol improvement from yesterday,[positive],1.0
"The interest-free credit can be used to finance electronics, appliances, furniture, toys, auto repair, and more from the Zebit Market, which carries name brands like Apple, JCPenney,",[neutral],1.0
`` you were up'awfully' early this morning'' so it's canon Emma likes waking up to Killian maybe snuggle in bed for a while or make coffee,[neutral],1.0
We get a taco for that base right ? @tacobell,[neutral],1.0
Any contrary opinion is misleading https://t.co/gbicWwIglf,[neutral],1.0
i made up a random birthday on my starbucks account and now i guess today is my bday https://t.co/rYnKiaqAbC,[neutral],1.0
@hellozoesnow @Xbox_Scorpio Kodak Rechargeable batteries are the best ! Bought a pair over 5 years ago and they outperform my Energizers !,[positive],1.0
"As you can see below, the cheeks have shrunk down quite a bit and started to form a nice bark. Spritz every 15 - 20 minutes to help keep them moist. These will go until we get an",[neutral],1.0
@dominos I've got 4 hungry kids who were very excited to get treated to pizza on their day off from school. NO ANSWER YET.,[negative],1.0
"Shares in BlackBerry Ltd rose 0.9 percent to C $ 9.73 after the technology company launched its third Android-based phone, opting to price it cheaper than competing products. West Fraser",[positive],1.0
